,Div,Date,HomeTeam,AwayTeam,FTR,HTS,HTST,HTW,HTD,HTL,HTF,HTY,HTR,HTG,ATS,ATST,ATW,ATD,ATL,ATF,ATY,ATR,ATG,HomeTeamStreak_AtHome,HomeTeamStreak_AtAway,AwayTeamStreak_AtHome,AwayTeamStreak_AtAway
72,F1,29/09/2018,Caen,Amiens,2,9.714285714285717,2.8571428571428563,1,7,2,14.714285714285715,2.0,0.42857142857142855,1.2857142857142856,10.285714285714283,3.2857142857142856,2,1,4,13.999999999999998,1.5714285714285714,0.0,1.4285714285714284,0,-1,1,-1
73,F1,29/09/2018,Lyon,Nantes,1,19.285714285714285,6.7142857142857135,4,3,2,9.857142857142854,0.8571428571428571,0.14285714285714285,1.857142857142857,12.285714285714285,3.571428571428572,1,2,4,12.285714285714285,2.0,1.0,0.9999999999999998,1,1,-1,-1
74,F1,29/09/2018,Nice,Paris SG,0,13.285714285714285,3.0,3,4,3,12.142857142857142,2.1428571428571423,0.0,0.8571428571428571,13.428571428571427,6.7142857142857135,7,0,0,12.999999999999998,1.5714285714285714,1.0,3.428571428571428,0,1,4,3
75,F1,29/09/2018,Reims,Bordeaux,1,9.571428571428571,2.714285714285714,2,5,3,13.285714285714285,1.5714285714285712,0.14285714285714285,0.5714285714285714,10.714285714285714,4.285714285714286,3,1,3,11.857142857142858,1.857142857142857,0.14285714285714285,1.4285714285714284,-1,-2,1,1
76,F1,29/09/2018,Strasbourg,Dijon,2,10.857142857142858,4.142857142857142,2,5,3,13.0,1.4285714285714286,0.0,1.5714285714285712,13.428571428571427,3.8571428571428568,3,1,3,15.142857142857142,1.4285714285714284,0.14285714285714285,1.2857142857142856,1,-1,-3,1
77,F1,30/09/2018,Lille,Marseille,2,14.571428571428573,6.2857142857142865,4,4,2,14.571428571428571,1.7142857142857142,0.14285714285714285,1.5714285714285712,13.571428571428573,5.285714285714286,4,1,2,11.571428571428571,1.4285714285714284,1.1428571428571428,2.714285714285714,1,-1,2,-1
78,F1,30/09/2018,Montpellier,Nimes,2,12.0,4.0,3,5,1,13.714285714285715,2.0,0.14285714285714285,1.1428571428571428,11.571428571428573,3.8571428571428568,2,3,2,13.0,2.0,1.1428571428571428,1.857142857142857,1,2,-1,-1
79,F1,30/09/2018,Rennes,Toulouse,1,10.714285714285714,3.2857142857142856,2,4,4,13.714285714285715,1.0,0.14285714285714285,1.2857142857142856,10.428571428571429,3.8571428571428577,3,2,2,14.857142857142858,1.714285714285714,1.0,1.1428571428571428,-1,-2,-1,1
80,F1,05/10/2018,Toulouse,Nice,1,9.75,3.625,3,5,2,14.75,2.0,0.25,1.125,12.75,2.75,3,1,4,12.25,2.25,0.125,0.75,-1,1,-1,1
81,F1,06/10/2018,Amiens,Dijon,2,9.875,3.125,2,4,5,13.625,1.625,0.125,1.25,13.5,3.5,3,1,4,15.375,1.625,0.125,1.125,1,-2,-3,-1
82,F1,06/10/2018,Angers,Strasbourg,1,11.375,4.125,3,5,4,12.625,1.5,0.125,1.125,10.375,4.25,3,2,3,12.75,1.375,0.0,1.75,-1,2,2,-1
83,F1,06/10/2018,Guingamp,Montpellier,1,12.25,3.75,1,5,6,12.375,1.625,0.125,0.625,12.875,4.25,4,3,1,13.875,2.0,1.0,1.375,-1,1,2,2
84,F1,06/10/2018,Lille,St Etienne,2,14.75,6.0,5,4,2,13.75,1.625,0.125,1.75,14.0,4.625,4,3,1,10.5,1.625,1.0,1.25,2,-1,2,1
85,F1,06/10/2018,Nimes,Reims,1,11.5,3.75,2,6,3,13.625,2.125,0.25,1.625,9.5,2.375,2,3,3,13.625,1.625,1.0,0.5,-1,-2,-1,-2
86,F1,07/10/2018,Bordeaux,Nantes,2,10.25,4.125,3,5,3,13.25,2.0,0.125,1.25,13.125,3.625,1,3,4,12.25,2.25,1.0,1.0,1,1,-1,-1
87,F1,07/10/2018,Marseille,Caen,2,12.875,5.0,4,5,3,11.875,1.625,0.25,2.375,10.0,3.0,2,4,2,14.75,2.0,1.25,1.25,2,-2,1,-1
88,F1,07/10/2018,Monaco,Rennes,0,12.25,3.625,1,6,4,13.0,1.125,0.0,1.0,12.125,3.75,2,2,4,14.125,1.0,1.0,1.25,-2,-2,-1,-2
89,F1,07/10/2018,Paris SG,Lyon,2,14.375,6.875,8,4,0,12.875,1.625,0.125,3.375,19.375,6.75,4,2,2,10.5,1.125,1.0,1.75,4,4,1,1
90,F1,19/10/2018,Lyon,Nimes,2,19.0,6.666666666666668,4,5,3,11.111111111111109,1.4444444444444444,0.2222222222222222,1.5555555555555556,12.111111111111109,3.888888888888889,2,4,3,13.555555555555555,2.0,1.1111111111111112,1.4444444444444444,0,-1,-1,-2
91,F1,20/10/2018,Caen,Guingamp,1,9.666666666666668,2.8888888888888893,2,8,3,14.666666666666664,2.333333333333333,0.3333333333333333,1.111111111111111,11.666666666666668,3.555555555555556,1,2,6,12.222222222222225,1.4444444444444444,1.1111111111111112,0.6666666666666667,1,-2,-1,1
92,F1,20/10/2018,Dijon,Lille,0,13.111111111111109,3.4444444444444446,3,5,5,15.666666666666668,1.4444444444444444,0.1111111111111111,1.0,14.444444444444445,5.8888888888888875,6,1,2,13.111111111111109,1.6666666666666663,1.0,1.8888888888888888,-3,-2,3,-1
93,F1,20/10/2018,Nantes,Toulouse,2,12.999999999999998,3.4444444444444446,1,7,5,12.555555555555555,2.1111111111111107,0.1111111111111111,0.8888888888888891,10.111111111111109,3.4444444444444446,3,4,2,15.0,1.8888888888888893,2.0,1.1111111111111112,-1,-2,-1,1
94,F1,20/10/2018,Paris SG,Amiens,2,14.333333333333332,7.0,9,4,0,12.666666666666668,1.6666666666666663,0.2222222222222222,3.555555555555556,9.66666666666667,3.0,3,1,5,14.222222222222221,1.4444444444444442,1.0,1.2222222222222223,5,4,2,-2
95,F1,20/10/2018,Reims,Angers,1,9.444444444444443,2.333333333333333,2,7,3,13.333333333333332,1.5555555555555558,0.1111111111111111,0.4444444444444444,12.777777777777775,4.333333333333333,3,2,4,12.444444444444445,1.4444444444444444,0.1111111111111111,1.2222222222222223,-1,-2,-1,2
96,F1,20/10/2018,Strasbourg,Monaco,2,10.222222222222221,4.222222222222221,3,6,3,12.777777777777775,1.7777777777777777,0.0,1.7777777777777777,11.777777777777779,3.4444444444444446,1,3,5,13.555555555555555,1.5555555555555556,0.1111111111111111,1.0,2,-1,-3,-2
97,F1,21/10/2018,Montpellier,Bordeaux,2,12.666666666666664,4.333333333333333,4,6,1,14.222222222222225,2.1111111111111107,0.2222222222222222,1.3333333333333337,10.888888888888891,4.4444444444444455,4,2,3,13.888888888888886,1.8888888888888888,0.1111111111111111,1.4444444444444444,2,2,2,1
98,F1,21/10/2018,Nice,Marseille,0,12.555555555555555,2.6666666666666665,3,5,4,12.444444444444445,2.2222222222222228,0.1111111111111111,0.7777777777777777,13.333333333333336,5.111111111111111,5,1,3,12.111111111111109,1.7777777777777777,1.1111111111111112,2.333333333333333,-1,1,3,-2
99,F1,21/10/2018,St Etienne,Rennes,1,13.111111111111107,4.333333333333333,4,6,2,10.444444444444443,1.5555555555555558,0.1111111111111111,1.2222222222222223,12.0,3.7777777777777777,3,2,4,14.333333333333336,1.0,1.0,1.3333333333333337,1,-1,0,1
100,F1,26/10/2018,Nimes,St Etienne,1,13.2,4.1,2,8,4,13.3,2.0000000000000004,0.2,1.3,12.6,4.1000000000000005,4,4,2,10.7,1.5000000000000002,1.0,1.2000000000000002,-1,-3,1,-1
101,F1,27/10/2018,Amiens,Nantes,0,9.500000000000002,2.9000000000000004,3,5,6,13.8,1.3,0.1,1.1,13.5,4.0,2,3,5,12.499999999999998,2.2,1.0,1.2,2,-3,1,-1
102,F1,27/10/2018,Angers,Lyon,0,13.1,4.499999999999999,3,7,4,11.9,1.3000000000000005,0.1,1.2000000000000002,18.4,6.5,5,2,3,11.0,1.4000000000000004,2.0,1.6,-1,2,1,-1
103,F1,27/10/2018,Guingamp,Strasbourg,1,11.199999999999998,3.4000000000000004,1,7,6,11.5,1.3,0.2,0.6,10.0,4.300000000000002,4,3,3,12.8,1.8,0.0,1.7999999999999998,-1,1,3,-1
104,F1,27/10/2018,Lille,Caen,2,13.8,5.6,7,5,2,13.1,1.7000000000000002,0.1,1.9,9.1,2.8000000000000003,2,5,3,14.9,2.1,1.2,1.0000000000000002,2,1,1,-2
105,F1,27/10/2018,Monaco,Dijon,1,11.8,3.6000000000000005,1,7,6,13.3,1.7,0.2,1.0,13.499999999999998,3.8,3,1,6,16.1,1.5,0.1,1.0,-3,-3,-4,-2
106,F1,27/10/2018,Toulouse,Montpellier,0,9.6,3.3000000000000007,3,7,3,14.8,1.8000000000000005,0.2,1.0,12.7,4.300000000000002,5,4,1,14.1,2.1,2.0,1.4,-1,-1,3,2
107,F1,28/10/2018,Bordeaux,Nice,0,11.0,4.3,4,6,4,13.6,2.0000000000000004,0.1,1.3000000000000005,12.7,2.7,3,2,5,12.4,2.3,0.1,0.7000000000000001,2,-1,-2,1
108,F1,28/10/2018,Marseille,Paris SG,0,12.9,4.699999999999998,6,6,3,11.8,1.7000000000000002,0.2,2.2,14.5,7.1,10,0,0,12.599999999999998,1.4999999999999998,1.1,3.7,1,1,6,4
109,F1,28/10/2018,Rennes,Reims,0,12.3,3.9,3,7,4,13.999999999999998,1.0,0.1,1.3,9.7,2.6,2,5,3,13.3,1.5000000000000002,1.0,0.5,0,1,-1,-2
110,F1,02/11/2018,Paris SG,Lille,2,14.181818181818182,6.90909090909091,11,5,0,12.454545454545453,1.5454545454545456,0.18181818181818185,3.545454545454545,13.545454545454547,5.454545454545452,8,1,2,13.090909090909088,1.5454545454545454,1.0,1.818181818181818,6,5,3,1
111,F1,03/11/2018,Caen,Rennes,0,8.727272727272727,2.636363636363636,2,10,4,15.363636363636363,2.090909090909091,0.2727272727272727,0.9090909090909092,12.18181818181818,4.0,3,3,5,14.181818181818182,1.181818181818182,1.0,1.181818181818182,1,-3,-1,1
112,F1,03/11/2018,Dijon,Nimes,0,13.272727272727273,3.727272727272728,3,6,6,15.90909090909091,1.6363636363636365,0.09090909090909093,1.0909090909090908,13.181818181818182,4.272727272727272,2,5,4,12.636363636363635,1.9090909090909092,1.0909090909090908,1.2727272727272725,-4,-2,-1,-3
113,F1,03/11/2018,Lyon,Bordeaux,1,17.545454545454547,6.363636363636362,6,6,3,10.909090909090908,1.7272727272727268,0.18181818181818185,1.6363636363636362,12.09090909090909,4.545454545454546,4,2,5,13.545454545454545,2.0,0.09090909090909093,1.1818181818181817,1,1,-1,-1
114,F1,03/11/2018,Nice,Amiens,2,12.727272727272727,2.636363636363636,4,6,5,12.454545454545455,2.3636363636363638,0.09090909090909093,0.7272727272727273,10.272727272727273,3.3636363636363638,3,1,7,14.0,1.2727272727272727,1.0,1.0909090909090908,-2,2,-1,-1
115,F1,03/11/2018,Reims,Monaco,2,9.363636363636363,2.6363636363636367,3,9,3,13.636363636363635,1.5454545454545454,0.09090909090909093,0.6363636363636365,11.818181818181815,3.727272727272727,1,4,6,13.454545454545453,1.7272727272727273,1.0909090909090908,1.0909090909090908,0,1,-3,-3
116,F1,03/11/2018,Strasbourg,Toulouse,1,10.18181818181818,4.363636363636363,4,7,3,12.909090909090908,1.7272727272727273,0.0,1.7272727272727273,10.090909090909092,3.3636363636363638,3,4,4,14.636363636363635,1.818181818181818,2.0,0.9090909090909092,3,-1,-2,-1
117,F1,04/11/2018,Montpellier,Marseille,2,13.545454545454545,4.636363636363637,6,7,1,13.999999999999998,2.0,0.18181818181818185,1.5454545454545454,12.818181818181815,4.454545454545454,6,1,4,11.454545454545455,1.9090909090909087,1.0909090909090908,2.0000000000000004,3,3,-1,1
118,F1,04/11/2018,Nantes,Guingamp,2,13.363636363636365,4.090909090909091,3,8,5,12.272727272727273,2.1818181818181817,0.09090909090909093,1.2727272727272727,11.090909090909092,3.4545454545454537,1,4,6,11.363636363636365,1.2727272727272725,1.0909090909090908,0.6363636363636365,1,1,-1,1
119,F1,04/11/2018,St Etienne,Angers,2,12.636363636363635,4.181818181818182,4,8,2,11.09090909090909,1.6363636363636362,0.09090909090909093,1.1818181818181817,13.181818181818182,4.454545454545453,3,3,5,11.636363636363635,1.3636363636363635,0.18181818181818185,1.1818181818181817,1,-1,-2,2
120,F1,09/11/2018,Lille,Strasbourg,1,12.916666666666664,5.166666666666667,8,6,3,13.0,1.6666666666666667,0.08333333333333333,1.7499999999999998,10.833333333333332,4.166666666666666,4,5,3,12.5,1.7500000000000002,0.0,1.6666666666666663,1,-1,3,-1
121,F1,10/11/2018,Angers,Montpellier,2,12.916666666666664,4.583333333333334,3,8,6,11.500000000000002,1.3333333333333333,0.16666666666666666,1.3333333333333333,13.583333333333332,4.75,7,4,1,13.833333333333336,1.8333333333333333,2.0,1.6666666666666667,-2,-1,4,3
122,F1,10/11/2018,Guingamp,Lyon,0,10.500000000000002,3.1666666666666665,1,9,7,11.5,1.3333333333333333,0.16666666666666666,0.5833333333333333,16.583333333333332,6.000000000000001,6,3,3,11.500000000000002,1.6666666666666663,2.0,1.5833333333333333,0,-1,1,1
123,F1,10/11/2018,Nimes,Nice,0,13.0,4.416666666666666,3,10,4,12.666666666666664,1.7499999999999998,0.16666666666666666,1.4999999999999998,12.25,2.75,5,2,5,12.083333333333332,2.2500000000000004,0.08333333333333333,0.7500000000000001,0,1,1,1
