,Div,Date,Time,HomeTeam,AwayTeam,FTR,HTS,HTST,HTW,HTD,HTL,HTF,HTY,HTR,HTG,ATS,ATST,ATW,ATD,ATL,ATF,ATY,ATR,ATG
0,F1,09/08/2019,19:45,Monaco,Lyon,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,F1,10/08/2019,16:30,Marseille,Reims,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,F1,10/08/2019,19:00,Angers,Bordeaux,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,F1,10/08/2019,19:00,Brest,Toulouse,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,F1,10/08/2019,19:00,Dijon,St Etienne,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,F1,10/08/2019,19:00,Montpellier,Rennes,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,F1,10/08/2019,19:00,Nice,Amiens,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,F1,11/08/2019,14:00,Lille,Nantes,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,F1,11/08/2019,16:00,Strasbourg,Metz,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,F1,11/08/2019,20:00,Paris SG,Nimes,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,F1,16/08/2019,19:45,Lyon,Angers,2,13.0,3.0,1.0,1.0,0.0,17.0,2.0,0.0,3.0,14.0,4.0,1.0,0.0,0.0,11.0,2.0,0.0,3.0
11,F1,17/08/2019,16:30,Nantes,Marseille,1,13.0,3.0,0.0,1.0,1.0,17.0,4.0,0.0,1.0,10.0,2.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0
12,F1,17/08/2019,19:00,Amiens,Lille,2,8.0,2.0,0.0,1.0,1.0,8.0,4.0,1.0,1.0,13.0,3.0,1.0,0.0,0.0,13.0,2.0,0.0,2.0
13,F1,17/08/2019,19:00,Bordeaux,Montpellier,1,8.0,3.0,0.0,1.0,1.0,15.0,1.0,0.0,1.0,24.0,5.0,0.0,0.0,1.0,20.0,3.0,0.0,0.0
14,F1,17/08/2019,19:00,Metz,Monaco,2,7.0,3.0,0.0,1.0,0.0,12.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,10.0,2.0,1.0,0.0
15,F1,17/08/2019,19:00,Nimes,Nice,0,5.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,17.0,6.0,1.0,0.0,0.0,10.0,3.0,0.0,2.0
16,F1,17/08/2019,19:00,Toulouse,Dijon,2,13.0,3.0,0.0,1.0,0.0,14.0,0.0,0.0,1.0,15.0,7.0,0.0,0.0,1.0,17.0,0.0,0.0,1.0
17,F1,18/08/2019,14:00,St Etienne,Brest,1,12.0,4.0,1.0,1.0,0.0,10.0,2.0,0.0,2.0,16.0,5.0,0.0,1.0,0.0,11.0,0.0,0.0,1.0
18,F1,18/08/2019,16:00,Reims,Strasbourg,1,8.0,5.0,1.0,1.0,0.0,8.0,0.0,0.0,2.0,13.0,2.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0
19,F1,18/08/2019,20:00,Rennes,Paris SG,2,9.0,3.0,1.0,1.0,0.0,19.0,3.0,1.0,1.0,12.0,5.0,1.0,0.0,0.0,17.0,2.0,0.0,3.0
20,F1,24/08/2019,19:00,Amiens,Nantes,0,8.0,2.5,0.5,0.5,0.5,10.5,2.5,0.5,1.0,13.0,4.5,0.0,0.5,0.5,16.5,2.0,0.0,0.5
21,F1,24/08/2019,19:00,Angers,Metz,2,12.0,3.5,0.5,0.5,0.5,12.5,2.0,0.0,1.5,12.5,6.5,0.5,0.5,0.0,14.0,1.0,0.0,2.0
22,F1,24/08/2019,19:00,Brest,Reims,2,12.5,4.5,0.0,1.0,0.0,9.5,1.0,0.0,1.0,9.5,3.0,0.5,0.5,0.0,13.0,1.0,0.0,1.0
23,F1,24/08/2019,19:00,Dijon,Bordeaux,0,16.5,6.0,0.0,0.5,1.0,11.0,0.0,0.0,0.5,10.5,3.5,0.0,0.5,0.5,15.0,1.5,0.0,1.0
24,F1,25/08/2019,14:00,Monaco,Nimes,1,9.5,3.5,0.0,0.5,1.0,8.5,2.0,1.0,0.0,11.5,3.0,0.0,0.0,1.0,14.5,2.5,1.0,0.5
25,F1,25/08/2019,16:00,Strasbourg,Rennes,0,8.5,1.5,0.0,1.0,0.0,12.5,0.0,0.0,0.5,10.0,3.5,1.0,0.0,0.0,17.0,2.0,1.0,1.5
26,F1,25/08/2019,20:00,Paris SG,Toulouse,2,10.5,3.5,0.5,0.5,0.5,18.0,3.5,0.0,2.0,15.5,5.0,0.5,0.5,0.0,12.5,1.0,0.0,1.0
27,F1,27/08/2019,18:00,Montpellier,Lyon,2,17.0,4.5,0.0,0.5,0.5,20.5,2.0,0.0,0.5,12.0,6.0,1.0,0.0,0.0,12.0,1.5,0.0,4.5
28,F1,28/08/2019,18:00,Lille,St Etienne,2,11.5,2.0,0.5,0.5,0.5,10.0,1.5,0.5,1.0,15.5,4.5,0.5,0.5,0.0,13.0,1.5,0.0,1.5
29,F1,28/08/2019,20:00,Nice,Marseille,0,11.5,4.5,1.0,0.5,0.0,11.0,4.0,0.5,2.0,9.5,2.0,0.0,0.5,0.5,18.0,2.0,0.0,0.0
30,F1,30/08/2019,19:45,Metz,Paris SG,0,9.666666666666668,5.000000000000001,0.3333333333333333,0.6666666666666666,0.3333333333333333,11.999999999999998,1.3333333333333333,0.0,1.3333333333333333,14.0,6.0,0.6666666666666666,0.0,0.3333333333333333,14.666666666666666,2.3333333333333335,0.0,2.6666666666666665
31,F1,31/08/2019,16:30,Lyon,Bordeaux,1,12.666666666666668,5.333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,11.666666666666666,2.333333333333333,0.3333333333333333,3.0,10.333333333333334,3.333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,16.0,1.6666666666666665,0.0,1.3333333333333333
32,F1,31/08/2019,19:00,Angers,Dijon,2,13.0,4.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,13.333333333333334,1.6666666666666665,0.0,2.0,14.333333333333334,4.333333333333333,0.0,0.0,1.0,11.333333333333334,0.0,0.0,0.3333333333333333
33,F1,31/08/2019,19:00,Nantes,Montpellier,2,17.0,5.0,0.3333333333333333,1.0,0.3333333333333333,15.333333333333332,1.6666666666666665,0.0,1.0,17.666666666666668,4.666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,18.333333333333336,2.0,0.0,0.6666666666666666
34,F1,31/08/2019,19:00,Nimes,Brest,2,12.333333333333334,3.333333333333333,0.0,0.6666666666666666,0.6666666666666666,15.333333333333332,2.0,0.6666666666666666,1.0,10.999999999999998,4.333333333333333,0.3333333333333333,0.6666666666666666,0.0,12.333333333333332,1.0,0.0,1.0
35,F1,31/08/2019,19:00,Toulouse,Amiens,2,11.333333333333332,3.3333333333333335,0.3333333333333333,0.6666666666666666,0.3333333333333333,12.666666666666668,1.0,0.0,0.6666666666666666,6.333333333333333,1.9999999999999998,0.3333333333333333,0.0,0.6666666666666666,10.0,1.9999999999999998,1.3333333333333333,1.0
36,F1,01/09/2019,14:00,Reims,Lille,2,9.666666666666666,2.6666666666666665,0.3333333333333333,1.0,0.3333333333333333,13.333333333333332,1.0,0.0,0.6666666666666666,13.0,3.666666666666667,0.6666666666666666,0.0,0.3333333333333333,9.666666666666666,1.0,1.0,1.6666666666666665
37,F1,01/09/2019,14:00,Rennes,Nice,0,9.0,3.666666666666666,1.0,0.6666666666666666,0.0,15.666666666666664,2.0,0.3333333333333333,1.6666666666666665,11.666666666666668,4.0,0.6666666666666666,0.0,0.3333333333333333,9.666666666666668,3.0000000000000004,1.0,1.6666666666666665
38,F1,01/09/2019,16:00,Strasbourg,Monaco,1,12.0,2.0,0.0,0.6666666666666666,0.3333333333333333,12.666666666666664,1.3333333333333333,0.3333333333333333,0.3333333333333333,11.666666666666668,4.333333333333334,0.0,0.3333333333333333,0.6666666666666666,10.333333333333334,2.0,1.6666666666666665,0.6666666666666666
39,F1,01/09/2019,20:00,Marseille,St Etienne,2,10.333333333333334,3.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,16.333333333333332,1.6666666666666665,0.0,0.6666666666666666,13.333333333333332,4.333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,12.666666666666666,1.0,0.0,1.0
40,F1,13/09/2019,18:00,Lille,Angers,2,12.5,3.5,0.5,0.5,0.5,11.0,1.25,0.5,1.25,12.75,3.75,0.75,0.0,0.25,12.75,1.25,0.0,2.0
41,F1,13/09/2019,19:45,Amiens,Lyon,1,7.25,1.75,0.25,0.5,0.75,9.5,1.75,0.5,0.75,12.0,4.75,0.5,0.25,0.25,11.75,2.75,1.25,2.5
42,F1,14/09/2019,16:30,Paris SG,Strasbourg,2,13.0,5.5,0.75,0.5,0.25,14.25,1.75,0.0,2.5,12.5,2.75,0.0,0.75,0.25,13.0,2.0,0.25,0.75
43,F1,14/09/2019,19:00,Bordeaux,Metz,2,12.25,4.0,0.25,1.0,0.25,15.5,2.0,0.0,1.25,9.0,4.25,0.25,0.25,0.5,11.75,1.25,0.0,1.0
44,F1,14/09/2019,19:00,Brest,Rennes,1,10.0,4.0,0.25,0.75,0.25,13.5,1.75,0.0,0.75,9.5,3.5,0.75,0.0,0.25,15.0,2.0,1.0,1.5
45,F1,14/09/2019,19:00,Dijon,Nimes,1,12.0,3.75,0.0,0.5,1.0,12.75,0.5,0.0,0.25,14.5,4.5,0.25,0.25,0.5,14.25,2.25,0.5,1.5
46,F1,14/09/2019,19:00,Montpellier,Nice,2,15.25,3.75,0.25,0.5,0.5,16.75,2.0,0.0,0.5,11.5,4.75,0.75,0.0,0.25,10.5,3.0,1.0,1.75
47,F1,15/09/2019,14:00,Nantes,Reims,2,16.25,5.5,0.5,0.75,0.25,15.0,1.75,0.0,1.0,10.25,3.25,0.5,0.25,0.25,14.75,1.5,0.0,1.0
48,F1,15/09/2019,16:00,St Etienne,Toulouse,1,13.0,4.0,0.25,1.0,0.5,11.25,1.25,0.0,0.75,11.75,3.5,0.5,0.25,0.25,13.25,0.75,0.0,1.0
49,F1,15/09/2019,20:00,Monaco,Marseille,0,12.75,4.75,0.0,0.75,0.5,12.0,2.25,0.75,1.0,10.0,2.75,0.5,0.25,0.25,16.25,2.5,0.0,0.75
50,F1,20/09/2019,19:45,Strasbourg,Nantes,2,11.2,2.8000000000000003,0.0,0.8,0.4,12.799999999999999,2.0,0.2,0.6000000000000001,14.6,5.2,0.6,0.2,0.2,15.6,1.5999999999999999,0.0,1.0
51,F1,21/09/2019,16:30,Marseille,Montpellier,1,10.6,3.4000000000000004,0.6,0.6,0.2,15.8,2.6,0.0,1.4000000000000001,15.6,4.6,0.4,0.2,0.4,16.8,2.0,0.0,0.8
52,F1,21/09/2019,19:00,Bordeaux,Brest,1,12.8,4.4,0.4,0.8,0.2,15.999999999999998,2.0,0.0,1.4,10.0,3.6,0.2,0.6,0.2,12.8,1.8000000000000003,0.0,0.6000000000000001
53,F1,21/09/2019,19:00,Metz,Amiens,0,10.2,4.0,0.2,0.6,0.6,12.399999999999999,1.4,0.0,0.8,8.0,1.7999999999999998,0.2,0.2,0.6,10.0,2.0,1.2,1.0
54,F1,21/09/2019,19:00,Nice,Dijon,2,11.799999999999999,4.8,0.6,0.6,0.4,10.600000000000001,2.8,0.2,1.5999999999999999,12.8,3.4,0.0,0.2,0.8,13.0,1.0,0.0,0.2
55,F1,21/09/2019,19:00,Nimes,Toulouse,2,13.0,4.2,0.2,0.6,0.4,13.600000000000001,1.9999999999999998,0.4,1.2000000000000002,11.4,4.199999999999999,0.4,0.4,0.2,13.2,0.6000000000000001,0.0,1.2000000000000002
56,F1,21/09/2019,19:00,Reims,Monaco,1,10.000000000000002,2.8000000000000003,0.4,0.8,0.4,14.8,1.8000000000000003,0.0,0.8,12.6,5.4,0.0,0.4,0.6,11.4,2.4000000000000004,1.4,1.4
57,F1,22/09/2019,14:00,Rennes,Lille,1,9.4,3.2,0.6,0.6,0.2,14.4,2.0,0.2,1.2,12.6,3.6000000000000005,0.6,0.0,0.4,9.4,1.2,2.0,1.4
58,F1,22/09/2019,16:00,Angers,St Etienne,2,11.799999999999999,3.8,0.6,0.4,0.4,13.399999999999999,1.4,0.0,1.8,13.2,4.0,0.2,0.4,0.4,12.0,1.6,0.0,1.0
59,F1,22/09/2019,20:00,Lyon,Paris SG,0,12.000000000000002,5.0,0.4,0.8,0.2,12.2,2.6,0.4,2.4,13.600000000000001,5.800000000000001,0.8,0.0,0.2,13.799999999999999,1.7999999999999998,0.0,2.2
60,F1,24/09/2019,18:00,Dijon,Marseille,1,12.833333333333332,4.0,0.0,0.6666666666666666,0.8333333333333334,13.0,1.3333333333333333,0.0,0.3333333333333333,12.833333333333334,3.6666666666666665,0.5,0.3333333333333333,0.16666666666666666,15.0,2.833333333333333,0.3333333333333333,1.3333333333333333
61,F1,24/09/2019,20:00,Monaco,Nice,2,12.5,5.166666666666667,0.0,0.6666666666666666,0.5,11.166666666666666,2.3333333333333335,0.5,1.1666666666666665,12.5,5.0,0.6666666666666666,0.0,0.3333333333333333,10.0,2.666666666666667,1.0,1.6666666666666665
62,F1,25/09/2019,18:00,Amiens,Bordeaux,0,8.166666666666666,2.333333333333333,0.3333333333333333,0.6666666666666666,0.5,10.333333333333332,1.8333333333333333,0.3333333333333333,1.1666666666666665,13.666666666666668,4.5,0.3333333333333333,0.5,0.16666666666666666,14.833333333333334,2.333333333333333,0.0,1.4999999999999998
63,F1,25/09/2019,18:00,Brest,Lyon,1,10.499999999999998,3.5,0.16666666666666666,0.8333333333333334,0.16666666666666666,12.5,1.9999999999999998,0.0,0.8333333333333333,12.0,4.166666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,11.5,2.333333333333333,1.1666666666666667,2.0
64,F1,25/09/2019,18:00,Lille,Strasbourg,2,13.0,4.0,0.5,0.5,0.3333333333333333,9.666666666666666,1.1666666666666665,0.3333333333333333,1.3333333333333333,12.166666666666668,3.166666666666667,0.16666666666666666,0.5,0.3333333333333333,12.5,1.9999999999999998,0.16666666666666666,0.8333333333333333
65,F1,25/09/2019,18:00,Montpellier,Nimes,2,13.500000000000002,4.166666666666666,0.3333333333333333,0.5,0.3333333333333333,16.833333333333336,2.1666666666666665,0.16666666666666666,0.8333333333333333,14.0,4.166666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,13.666666666666668,1.8333333333333335,0.3333333333333333,1.1666666666666667
66,F1,25/09/2019,18:00,Nantes,Rennes,2,13.833333333333334,4.833333333333334,0.5,0.6666666666666666,0.3333333333333333,15.666666666666666,1.6666666666666665,0.0,0.9999999999999999,9.666666666666666,3.1666666666666665,0.5,0.3333333333333333,0.16666666666666666,14.333333333333332,1.9999999999999998,1.0,1.1666666666666665
67,F1,25/09/2019,18:00,St Etienne,Metz,0,12.0,3.6666666666666665,0.16666666666666666,1.0,0.5,12.0,1.5,0.0,0.9999999999999999,10.666666666666666,4.000000000000001,0.16666666666666666,0.16666666666666666,0.6666666666666666,12.499999999999998,1.3333333333333333,0.0,0.8333333333333333
68,F1,25/09/2019,18:00,Toulouse,Angers,0,10.999999999999998,3.8333333333333335,0.3333333333333333,0.6666666666666666,0.3333333333333333,12.833333333333334,1.0,0.16666666666666666,1.0,12.166666666666668,4.0,0.6666666666666666,0.0,0.3333333333333333,13.333333333333332,1.3333333333333333,0.0,2.1666666666666665
69,F1,25/09/2019,20:00,Paris SG,Reims,0,14.833333333333332,6.0,0.8333333333333334,0.5,0.16666666666666666,12.5,1.6666666666666667,0.0,2.0,10.999999999999998,2.9999999999999996,0.3333333333333333,0.3333333333333333,0.3333333333333333,14.999999999999998,1.5,0.0,0.6666666666666666
70,F1,28/09/2019,12:30,Lyon,Nantes,0,11.857142857142856,4.285714285714286,0.2857142857142857,0.7142857142857143,0.2857142857142857,11.285714285714286,2.0,0.2857142857142857,1.9999999999999996,13.0,4.428571428571429,0.5714285714285714,0.14285714285714285,0.2857142857142857,15.714285714285712,1.714285714285714,0.0,0.9999999999999998
71,F1,28/09/2019,16:30,Bordeaux,Paris SG,0,13.857142857142856,4.714285714285714,0.42857142857142855,0.8571428571428571,0.14285714285714285,14.571428571428573,2.2857142857142856,0.0,1.7142857142857142,14.428571428571429,5.571428571428571,0.7142857142857143,0.0,0.2857142857142857,12.142857142857142,1.5714285714285712,0.0,1.714285714285714
72,F1,28/09/2019,19:00,Angers,Amiens,1,13.571428571428571,4.285714285714286,0.7142857142857143,0.42857142857142855,0.2857142857142857,13.14285714285714,1.1428571428571428,0.0,2.142857142857143,8.571428571428571,2.4285714285714284,0.2857142857142857,0.14285714285714285,0.5714285714285714,11.0,1.8571428571428568,1.1428571428571428,1.1428571428571428
73,F1,28/09/2019,19:00,Metz,Toulouse,1,10.857142857142858,3.5714285714285707,0.2857142857142857,0.5714285714285714,0.5714285714285714,12.428571428571427,1.4285714285714284,0.0,0.857142857142857,10.285714285714288,3.4285714285714284,0.2857142857142857,0.2857142857142857,0.42857142857142855,13.142857142857142,1.0,1.0,0.8571428571428571
74,F1,28/09/2019,19:00,Monaco,Brest,2,13.142857142857142,5.142857142857143,0.14285714285714285,0.5714285714285714,0.42857142857142855,11.000000000000002,2.2857142857142856,0.42857142857142855,1.4285714285714286,10.857142857142858,3.714285714285714,0.14285714285714285,0.7142857142857143,0.14285714285714285,12.000000000000002,1.7142857142857142,0.0,0.9999999999999999
75,F1,28/09/2019,19:00,Nice,Lille,1,12.142857142857144,4.714285714285714,0.5714285714285714,0.5714285714285714,0.42857142857142855,10.571428571428571,2.714285714285714,0.14285714285714285,1.5714285714285712,12.857142857142856,4.142857142857142,0.5714285714285714,0.14285714285714285,0.2857142857142857,9.285714285714286,0.9999999999999998,2.0,1.4285714285714284
76,F1,28/09/2019,19:00,Reims,Dijon,0,11.285714285714286,2.8571428571428568,0.42857142857142855,0.8571428571428571,0.2857142857142857,14.428571428571429,1.5714285714285712,0.0,0.8571428571428571,13.571428571428571,4.285714285714286,0.0,0.2857142857142857,0.7142857142857143,12.428571428571429,1.5714285714285714,0.0,0.2857142857142857
77,F1,29/09/2019,14:00,Strasbourg,Montpellier,2,11.142857142857142,2.857142857142857,0.14285714285714285,0.7142857142857143,0.42857142857142855,12.428571428571427,1.8571428571428568,0.14285714285714285,0.7142857142857142,13.285714285714285,4.142857142857142,0.42857142857142855,0.2857142857142857,0.2857142857142857,16.42857142857143,2.2857142857142856,1.0,0.857142857142857
78,F1,29/09/2019,16:00,Nimes,St Etienne,0,14.142857142857142,3.9999999999999996,0.2857142857142857,0.5714285714285714,0.42857142857142855,14.428571428571427,2.142857142857143,0.2857142857142857,1.0,12.428571428571429,3.5714285714285707,0.14285714285714285,0.2857142857142857,0.5714285714285714,11.999999999999998,1.857142857142857,0.0,0.857142857142857
79,F1,29/09/2019,20:00,Marseille,Rennes,1,12.285714285714286,3.4285714285714284,0.42857142857142855,0.7142857142857143,0.14285714285714285,14.857142857142856,2.8571428571428568,0.2857142857142857,1.1428571428571428,9.142857142857144,2.9999999999999996,0.42857142857142855,0.2857142857142857,0.2857142857142857,14.714285714285715,2.2857142857142856,1.0,0.9999999999999998
80,F1,04/10/2019,19:45,Amiens,Marseille,2,8.5,2.625,0.25,0.625,0.5,11.25,1.625,0.25,1.125,12.875,3.625,0.375,0.5,0.125,15.25,3.0,0.25,1.125
81,F1,05/10/2019,16:30,Paris SG,Angers,2,15.25,5.75,0.75,0.5,0.25,12.25,1.75,0.0,1.625,14.75,4.5,0.625,0.125,0.25,12.75,1.125,0.0,2.0
82,F1,05/10/2019,19:00,Brest,Metz,2,10.125,3.375,0.125,0.875,0.25,12.375,1.75,0.0,1.0,11.125,3.5,0.25,0.25,0.5,12.125,1.375,0.0,1.0
83,F1,05/10/2019,19:00,Dijon,Strasbourg,2,13.25,4.25,0.125,0.75,0.625,13.5,1.625,0.0,0.5,10.75,2.875,0.25,0.375,0.375,13.125,2.125,0.125,0.75
84,F1,05/10/2019,19:00,Montpellier,Monaco,2,13.0,4.0,0.375,0.5,0.375,16.0,2.25,0.125,0.75,14.125,6.125,0.25,0.375,0.375,10.5,2.125,1.25,1.75
85,F1,05/10/2019,19:00,Nantes,Nice,2,12.75,4.125,0.625,0.625,0.25,15.0,1.75,0.0,1.0,12.125,4.75,0.5,0.125,0.375,10.25,2.625,1.0,1.5
86,F1,05/10/2019,19:00,Toulouse,Bordeaux,0,10.875,3.75,0.25,0.625,0.375,13.625,1.0,0.125,1.0,12.625,4.25,0.375,0.375,0.25,14.0,2.0,0.0,1.5
87,F1,06/10/2019,14:00,Lille,Nimes,1,12.625,4.375,0.5,0.5,0.25,9.875,1.125,0.25,1.375,15.125,4.5,0.25,0.25,0.5,14.125,2.0,0.25,0.875
88,F1,06/10/2019,16:00,Rennes,Reims,0,9.5,2.875,0.375,0.75,0.25,14.5,2.0,0.125,1.0,12.125,2.75,0.375,0.25,0.375,13.625,1.5,0.0,0.875
89,F1,06/10/2019,20:00,St Etienne,Lyon,2,11.625,3.625,0.25,0.875,0.5,12.375,2.125,0.125,0.875,12.125,4.625,0.25,0.375,0.375,11.125,2.0,1.125,1.75
90,F1,18/10/2019,19:45,Nice,Paris SG,0,11.444444444444443,4.444444444444445,0.4444444444444444,0.6666666666666666,0.4444444444444444,9.888888888888891,2.555555555555556,0.1111111111111111,1.3333333333333335,15.222222222222221,6.0,0.7777777777777778,0.0,0.2222222222222222,12.222222222222223,1.8888888888888888,0.0,1.888888888888889
91,F1,19/10/2019,16:30,Lyon,Dijon,1,11.444444444444443,4.333333333333333,0.2222222222222222,0.6666666666666666,0.4444444444444444,11.888888888888888,2.0,0.2222222222222222,1.5555555555555558,12.666666666666668,4.111111111111111,0.2222222222222222,0.2222222222222222,0.5555555555555556,12.777777777777779,1.7777777777777775,0.0,0.5555555555555556
92,F1,19/10/2019,19:00,Angers,Brest,0,14.222222222222221,4.222222222222221,0.5555555555555556,0.5555555555555556,0.3333333333333333,12.555555555555557,1.1111111111111112,0.0,1.7777777777777777,9.777777777777779,3.333333333333334,0.2222222222222222,0.5555555555555556,0.2222222222222222,12.333333333333332,1.7777777777777777,0.0,1.1111111111111112
93,F1,19/10/2019,19:00,Metz,Nantes,2,11.222222222222223,3.5555555555555562,0.2222222222222222,0.6666666666666666,0.5555555555555556,12.444444444444443,1.3333333333333335,0.0,0.888888888888889,12.888888888888888,4.222222222222222,0.6666666666666666,0.1111111111111111,0.2222222222222222,14.888888888888888,1.666666666666667,0.0,1.0000000000000002
94,F1,19/10/2019,19:00,Nimes,Amiens,1,15.0,4.444444444444445,0.2222222222222222,0.5555555555555556,0.4444444444444444,13.666666666666666,1.888888888888889,0.2222222222222222,0.9999999999999999,8.777777777777779,2.8888888888888884,0.3333333333333333,0.2222222222222222,0.4444444444444444,11.777777777777775,1.5555555555555558,1.1111111111111112,1.3333333333333333
95,F1,19/10/2019,19:00,Reims,Montpellier,2,12.222222222222221,3.2222222222222223,0.4444444444444444,0.7777777777777778,0.3333333333333333,14.222222222222221,1.6666666666666667,0.0,0.8888888888888888,13.444444444444446,4.666666666666667,0.4444444444444444,0.2222222222222222,0.3333333333333333,16.22222222222222,2.111111111111111,1.0,1.0
